content,content_ing
kemarin kurir ga sopan foto sembarangan!! sekarang kurir dr sicepat barang bebelum diterima cuma foto jalanan pengiriman selesai !! gimana solusinya mana uda gua bayar tuh barang !!!,"Yesterday the courier was not polite photos carelessly !!Now the courier of Dr. Sicepat is received, only a photo of the shipping road is complete !!How is the solution where I have paid for the goods !!!"
lama pakai tokopedia merasa bagus official storenya. sekarang kecewa pengiriman sapx mana update pemgiriman lama banget...,Long time using Tokopedia feels good official storage.Now disappointed SAPX shipping where is the update of the sending very long ...
"ketik pencarian, diketik yang ditampilkan lain, ga sblm update, makin update makin ngaco","Type the search, typed displayed otherwise, not before updating, the more updated the more awesome"
"sudah 5 tahun lebih pakai tokopedia masalah, ketika ada masalah, refund dana lama bangt, udah gitu adminnya responnya lama, kaya peduli","It's been more than 5 years to use Tokopedia problems, when there is a problem, refund the old funding bangt, so the admin has a long response, rich caring"
"kali pengiriman kurg updte merugikan pembeli biasa diaplikasi bisa lacak masa ga diupdate perjalanan paketnya , perbaiki ! tetep mau dipakai buat belanja jangan merugikan pembeli dong.","times the delivery is less updated detrimental to ordinary buyers in the application can track the time not updated the package trip, fix it!Still want to be used for shopping, don't harm the buyer."
"sorry sy kurangin 4 bintangnya karna sy sangat² kecewa, pesanan tanggal 4 april 2024 harusnya tgl 6/7 april saat tanggal 11 april blm sy terima, updet stts antaran hari pertama pesan saat hanya bolak balik saja, balaraja tangerang di balikin ke balaraja saja updet, klo customer cod ga merasa kecewa..","Sorry, I lacked 4 of the stars because I was very disappointed, the order on April 4, 2024 should be 6/7 April on April 11, I haven't received it, the STTS update between the first day of the order when only back and forth, Balaraja Tangerang is revealed to Balaraja, just updated,if the customer cod doesn't feel disappointed .."
"suka dibatalkan sistem kita ngak tau alasannya,yang sepertinya ngak pakai promo discount,alamat sama aja dibatalkan,ini aplikasi mau bunuh umkm sepertinya,jadi terpaksa uninstall","like to be canceled the system we don't know the reason, which does not seem to use a discount promo, the same address is canceled, this application wants to kill MSME"
"produk dicancel menunggu konfirmasi penjual, kl penjual afk lama, gak setuju produk dibatalkan terpaksa terima produk salah order waktu lama. merugikan konsumen. apa peranan tokopedia disini? auto delete aplikasi.","The product is contained waiting for the seller's confirmation, the old AFK seller, not agreeing that the product was canceled forced to receive the wrong product for a long time.harm consumers.What is the role of Tokopedia here?Auto delete application."
"berikan penilaian untuk ekspedisi, mereka evaluasi. rata-rata pihak ekspedisi bermasalah. pihak toko kadang maksimal, ekspedisi malah asal-asalan lambat, bahkan di atas batas estimasi alasan jelas.","Give an assessment for expedition, they are evaluating.The average expedition is problematic.The store is sometimes maximum, the expedition is even random slowly, even above the estimated limit of clear reasons."
"kurir rekomendasi nya lahhhh bener kerjanya, masa kali mesen toko pedia pengiriman nya lama banget!? kaya sebelah dong satset hal pengiriman!!! ya toko pedia perbaiki sistem pengiriman nya!!!!!!","The courier of the recommendation is really working, when the time mesen the Pedia shop is really long!?Rich next to the SATET SATET DELIVERY !!!Yes, Pedia Shop improves its shipping system !!!!!!"
"pengirimannya super lama, gaada chat customer service. paket estimasi selalu pas gaada garansi nya hadehh. beda sama toko sebelah kalah jauh","The delivery is super long, no chat customer service.The estimated package is always fitting for the Hadehh warranty.different from the shop next to far behind"
"makin kesini malah makin error masa tiap klik link barang tokped selalu gak nyambung gak loading padahal tahun lalu bisa trus baru searching toko, klik nama tokonya, loaaaaading parah","The more here, the more error, every time I click the tokped item link, I always don't connect not to load even though last year it could be just searching for the shop, click the name of the shop, louaaaading was serious"
"pengiriman lama menggunakan kurir rekomendasi,setelah melebihi waktu malah seenaknya rubah waktu estimasinya,mana ga ganti rugi kalau barang telat ga kaya aplikasi sebelah","Old delivery using a recommendation courier, after exceeding the time even arbitrarily changed the estimated time, which is not compensation if the goods are late not rich in the application next door"
padahl sudah beli d toko sama.2 x kok pesenan kedua paket aku nyasr. pesen paket tgl 30 maret..sampai tgl 7 april bebelum dtng padahal niat sebebelum lebaran udah aku pakai. tolong admin saya beli barngnya kurang .dan merrka cuma mau ganti uangnya..gak mau kirim ulang barangnya kode promo kepakai kebalikan lah. salah pihak toko bukan pembeli. aku kasih bntang 1 kecewa berat..padahal mau aku pakai sebebelum lebaran,"Padahl has already bought the same shop.2 x how come I order the two packages I nyasr.Order the package on March 30 ... until April 7, I have been used even though I have used the intention.Please admin, I bought the barng less. And I just want to change the money ... I don't want to re -send the item, the promo code to the opposite.One of the shops is not a buyer.I give me a lot of disappointment ... even though I want to use it before Eid"
"pelayanannya sangat menjijikan sekali, customer service gak hubungi, komplainan harusnya tercancel otomatis sistem gagal, bersuara sosial mediapun cuma balas ""cek dm ya, akan layani"" dm sama sekali tidak di balas. udah betul-betul muak sama aplikasi ini, sengaja melakukan pemesanan barang layanan kurir same day, hingga hari selama 3 hari kerja tidak ada kabar sama sekali. pelayanan sangat menjijikan","The service is very disgusting once, customer service does not contact, the complement should be tasty automatically a failure system, social sound medium just reply ""check DM yes, will serve"" DM is not at all in reply.Already really fed up with this application, deliberately ordering the Same Day courier service goods, until the day for 3 working days there is no news at all.very disgusting service"
"lama berlangganan ditokopedia,kali saya sangat kecewa sekali sama kurirnya,kirimnya lama nunggu 10 hari salah kirim lagi.pdhl alamat sudah tertera jelas.","Long subscription to Ditokopedia, times I am very disappointed with the courier, send it for a long time waiting for 10 days to send the wrong again. The address has been clearly listed."
"bintang 3 dulu,karena estimasi tiba pembeliannya tiba tiba mundur sendiri alasan. padahal sudah menunggu selama 4-5 hari masih bebelum tiba,walaupun jaraknya dekat.","3 Stars first, because the estimated purchase suddenly backwards itself.Even though it was waiting for 4-5 days to still arrive, even though the distance was close."
kurir tokopedia ......jangan mentang2 pake gratis ontidakir pengiriman lama2 in. masa pengiriman hampir 4 hari barang gak sampai2.,"Tokopedia courier ...... Don't just use it for free ontitis, old shipping.Delivery period for almost 4 days of goods does not reach."
"maaf harus turunkan bintangnya tidak penyelesaian keterangan pihak tokopedia perihal pesanan yang bermasalah oknum kuriri nyaman, di percaya, nyari barang original di official storenya","Sorry, you have to lower the star, not to complete the information of the Tokopedia regarding orders that have problems with a comfortable person, believed, looking for original items in the official storage"
"jelek kalau pakai voucher sering kebatal sendiri sama sistem, ekspedisi gratis ontidakir ga milih seringnya pake jne super lemot 10 hari. bagus toko oren apa lazada deh beneran","Ugly if you use vouchers often confusing by the system, free expeditions don't choose often to use super slow JNE 10 days.good oren shop or lazada really"
"kalau menurutku, tokped terbaik utk belanja online, kalau jd anggota plus, beli batas, bebas ontidakir, sangat menyenantidakan produk dilayani tokped, minimum pembelian, sampenya cepat👍","In my opinion, Tokopedia is the best for online shopping, if you become a plus member, buy limits, free of uniduli, greatly sucks products served by tokped, minimum purchase, fast fast."
"untuk pengiriman nya jangan jne biar belanja disini tenang, soalnya kalau jne udah pengiriman nya lamaaa gak amanah hadehhhhh, kemarin pesanan ku gak diantar status pesanan selesai, muntidakin salah aku gak cek status pesanan nya jadi otomatis selesai sendiri sistem, padahal pesanan ku gak diantar sama jne. parah banget jne","for the delivery, don't jne, so that you shop here, calm down, because if JNE has delivered, it is not trustworthy, hadehhhhh, yesterday my order was not delivered to the order status, Muntidakin was wrong, I didn't check the order status, so automatically finished the system, even though my order was not delivered the sameJNE.Very bad JNE"
"gak rekomen sama sekali pake tokped!!!! . kalau ngmg in gratis ontidakir kok minta cepet, toko oren tuh gretong sat set progress kurir jelas! vakum kembali tokped ehhhh barang pesanan gak progress keluhan di jawab virtual lemot pula. nek wes beres urusan paketku seng ga jelas skrg . fit uninstall!!! gak rekomen blas rek!!!! gak maneh² !!!!","not recommended at all using tokped !!!!.If it's free, how come it's free, why do you ask for fast, the oren shop is gretong sat set progress courier clearly!vacuum back tokped ehhhh ordered items don't progress complaints in the virtual answered virtual too.Grandma, Wes, my package is unclear, it's not clear now.Fit Uninstall !!!Not Recommended BLAS Rek !!!!No Maneh² !!!!"
"mohon diperbaiki cs, pengajuan pengembalian dana 2023 sampe sekarang bebelum kejelasan apapun,di coba cs jawaban templete ttidak membantu sama sekali,coba buat pengembangan struktur tokopedia diurus bagian cs mengecewakan sekali kalau ngasih bintang minus mau ngasih -5 bintang","Please improve cs, submission of a refund 2023 until now bebelum any clarity, try CS Answers Temlete but not at all, try to develop the structure"
